Hashtags,Fecha,Texto,Usuario,Followers,Respuestas,Retweets,Likes,Citados,Vistas,Idioma,Rango Retweets,Rango Likes,Rango Respuestas,Rango Citados,Rango Vistas,Rango Total
"['8DeMarzo', 'ExpresoDeLaMañana']",2023-03-08 17:36:28+00:00,"En el marco del #8DeMarzo, el papa Francisco agradeció a las mujeres por su compromiso con una sociedad más humana y pidió un aplauso especial para ellas. #ExpresoDeLaMañana con @AnaOrdonana | Sigue la señal en vivo por https://t.co/R0rtaHzYOM https://t.co/EzSCihZOWZ",Foro_TV,2019810,1,5,28,0,6137.0,es,442.0,977.0,141.0,56.0,9051.0,10667.0
"['ReporteVial', '8DeMarzo', 'LasNoticiasDeFOROtv', 'SiempreEnVivo', 'SiempreContigo']",2023-03-08 17:20:26+00:00,"#ReporteVial | En el marco del #8DeMarzo, una marcha avanza sobre calzada San Antonio Abad, con destino al Zócalo capitalino. #LasNoticiasDeFOROtv con @alejandraguayoa | #SiempreEnVivo | #SiempreContigo | Sigue la señal en vivo por https://t.co/R0rtaHzqZe https://t.co/kNnLEgbwoC",Foro_TV,2019810,1,6,14,0,3231.0,es,442.0,977.0,141.0,56.0,9051.0,10667.0
"['8DeMarzo', 'ExpresoDeLaMañana', 'SiempreEnVivo', 'SiempreContigo']",2023-03-08 17:05:51+00:00,#8DeMarzo | La joven Daniela Lira nos comparte cómo es la vida diaria de una cadete en México. #ExpresoDeLaMañana | #SiempreEnVivo | #SiempreContigo | Sigue la señal en vivo por https://t.co/R0rtaHzYOM https://t.co/A6GVca8avp,Foro_TV,2019810,0,0,10,1,2722.0,es,442.0,977.0,141.0,56.0,9051.0,10667.0
"['8DeMarzo', 'ExpresoDeLaMañana']",2023-03-08 16:38:51+00:00,"#8DeMarzo | AMLO dijo que las mujeres son las personas más beneficiadas por programas del Bienestar, como las becas y la pensión de adultos mayores. #ExpresoDeLaMañana con @AnaOrdonana | Sigue la señal en vivo por https://t.co/R0rtaHzYOM https://t.co/ioqRRnUeZJ",Foro_TV,2019810,0,0,7,0,3050.0,es,442.0,977.0,141.0,56.0,9051.0,10667.0
"['8DeMarzo', 'ExpresoDeLaMañana']",2023-03-08 15:51:48+00:00,#8DeMarzo | El presidente López Obrador informó que se solidariza con las luchas por los derechos de las mujeres y aseguró que en México se ha avanzado mucho. #ExpresoDeLaMañana con @AnaOrdonana | Sigue la señal en vivo por https://t.co/R0rtaHzYOM https://t.co/ihOCH2PmiK,Foro_TV,2019813,6,1,9,0,5978.0,es,442.0,977.0,141.0,56.0,9051.0,10667.0
"['8DeMarzo', 'LasNoticiasDeFOROtv']",2023-03-08 15:01:15+00:00,#8DeMarzo | María de Rosario Alquicira es sargento segundo de la Fuerza Aérea Mexicana y forma parte de las más de 19 mil mujeres que realizan alguna labor en el Ejército Mexicano. #LasNoticiasDeFOROtv | Sigue la señal en vivo por https://t.co/R0rtaHzqZe https://t.co/PsM0at3gWz,Foro_TV,2019814,1,3,19,1,3428.0,es,442.0,977.0,141.0,56.0,9051.0,10667.0
"['8DeMarzo', 'LasNoticiasDeFOROtv']",2023-03-08 14:38:10+00:00,"#8DeMarzo | El ‘Bloque Negro’ es conocido como el grupo feminista más radical por sus controvertidas protestas, pero su objetivo se ha conseguido: ser escuchadas. #LasNoticiasDeFOROtv con @Claoep | Sigue la señal en vivo por https://t.co/R0rtaHzqZe https://t.co/o9ajckPzyF",Foro_TV,2019815,8,11,31,0,4838.0,es,442.0,977.0,141.0,56.0,9051.0,10667.0
"['8DeMarzo', 'LasNoticiasDeFOROtv']",2023-03-08 14:22:00+00:00,"#8DeMarzo | En la taquería ""Las Muñecas"", además de que solo atienden mujeres, han creado una red de apoyo. #LasNoticiasDeFOROtv con @ERIKCAMACHOTV | Sigue la señal en vivo por https://t.co/R0rtaHzqZe https://t.co/WulJlRjHud",Foro_TV,2019816,3,14,37,0,4886.0,es,442.0,977.0,141.0,56.0,9051.0,10667.0
['LasNoticiasDeFOROtv'],2023-03-08 13:33:21+00:00,"El Sistema de Transporte Colectivo Metro informó el cierre hoy -miércoles 8 de marzo- de la estación Zócalo-Tenochtitlan, perteneciente a la Línea 2.#LasNoticiasDeFOROtv con @javomartinezr | Sigue la señal en vivo por https://t.co/R0rtaHzYOM https://t.co/kAeVkAmgSD",Foro_TV,2019816,0,3,19,0,7331.0,es,442.0,977.0,141.0,56.0,9051.0,10667.0
"['LasNoticiasDeFOROtv', 'SiempreEnVivo', 'SiempreContigo']",2023-03-07 01:14:03+00:00,"Comienza la colocación de vallas metálicas en edificios y monumentos del Centro Histórico de CDMX, previo a la marcha del 8 de marzo. #LasNoticiasDeFOROtv con @saidochoa | #SiempreEnVivo | #SiempreContigo | Sigue la señal en vivo por https://t.co/R0rtaHzqZe https://t.co/oynLwdHG3W",Foro_TV,2019823,1,3,16,0,5035.0,es,442.0,977.0,141.0,56.0,9051.0,10667.0
"['YoVeoAJuliaOtero', 'APOYOROCIO8M', '8M2023']",2023-03-08 21:55:12+00:00,"Si te pones a comparar como está tratando Júlia Otero a Rocío Carrasco con cómo la trata Ana Rosa Quintana, se ve claramente lo profesional y respetuosa que es Júlia y el basurero de ratas machistas que es el programa de AR….

#YoVeoAJuliaOtero 
#APOYOROCIO8M
#8M2023",ElojoquetodoTV,10455,23,254,1196,10,24249.0,es,499.0,1045.0,97.0,26.0,8697.0,10364.0
['8M2023'],2023-03-08 19:19:08+00:00,"Cuando me preguntan por qué ignoro y no contesto a los machistas que vienen a comentar mis publicaciones:

#8M2023 https://t.co/7Xka82q75n",ElojoquetodoTV,10455,0,2,23,0,1066.0,es,499.0,1045.0,97.0,26.0,8697.0,10364.0
"['8M2023', 'MareaFucsia', 'DíasDeTele', 'APOYOROCI08M']",2023-03-08 14:12:32+00:00,"Hoy #8M2023 a las 22:00 la #MareaFucsia tiene una cita con #DíasDeTele de @julia_otero para ver a Rocío Carrasco (entre otras maravillosas colaboradoras e invitadas) en RTVE.

#APOYOROCI08M https://t.co/575fIzRCL0",ElojoquetodoTV,10455,5,34,113,2,4599.0,es,499.0,1045.0,97.0,26.0,8697.0,10364.0
['8M2023'],2023-03-08 10:01:19+00:00,"Definición de hipocresía: vestirse de morado el 8M y el resto del año dar voz a todos los maltr4tadores y negacionistas de la violenci4 de género.

Bienvenidos al basurero que es @elprogramadear 👏🏻🤮

#8M2023 https://t.co/iVmF87Sgbj",ElojoquetodoTV,10455,69,403,1605,13,59465.0,es,499.0,1045.0,97.0,26.0,8697.0,10364.0
"['VIDEO', '8M', 'DiaInternacionalDeLaMujer']",2023-03-09 02:57:29+00:00,"🚨#VIDEO | Cercado de Lima: PNP lanza bombas lacrimógenas a marchantes del #8M

Efectivos de la PNP despejaron a ciudadanos que se encontraban en los exteriores del Palacio de Justicia, en el Centro de Lima, para conmemorar el #DiaInternacionalDeLaMujer. https://t.co/cJnmPL57pC",larepublica_pe,2942907,19,96,144,6,15273.0,es,354.0,732.0,122.0,23.0,8847.0,10078.0
"['8M', '8DeMarzo', 'DíaInternacionalDeLaMujer']",2023-03-08 23:25:29+00:00,"💜✊ #8M | Este #8DeMarzo decenas de mujeres conmemoran el #DíaInternacionalDeLaMujer realizando un plantón en los exteriores del Ministerio de la Mujer y Poblaciones Vulnerables, en el Centro de Lima. ▶️ https://t.co/OF00MwYJML

📸: Omar Coca / URPI-LR https://t.co/ZLl4xzF6Ac",larepublica_pe,2942907,8,19,84,1,11366.0,es,354.0,732.0,122.0,23.0,8847.0,10078.0
"['8M', '8DeMarzo', 'DiaInternacionalDeLaMujer']",2023-03-08 22:46:34+00:00,"✊💜 #8M | Este #8DeMarzo, en el marco del #DiaInternacionalDeLaMujer, delegaciones de mujeres de Puno marcharon para levantar su voz de manera pacífica con dirección al Campo de Marte, en Lima, como punto final de su recorrido. ▶️ https://t.co/9N9bdsbS0Q

📸: John Reyes - LR https://t.co/kWilslzGDe",larepublica_pe,2942907,6,4,23,0,2958.0,es,354.0,732.0,122.0,23.0,8847.0,10078.0
"['8M', '8DeMarzo', 'DiaInternacionalDeLaMujer']",2023-03-08 22:44:07+00:00,"✊💜 #8M | Este miércoles #8DeMarzo, en el marco del #DiaInternacionalDeLaMujer, delegaciones de mujeres de Puno marcharon para levantar su voz de manera pacífica con dirección al Campo de Marte, en Lima, como punto final de su recorrido. ▶️https://t.co/9N9bdsbS0Q

📸: John Reyes https://t.co/zVe4MVQdYO",larepublica_pe,2942907,21,21,93,0,10140.0,es,354.0,732.0,122.0,23.0,8847.0,10078.0
['SinGuion'],2023-03-09 18:45:00+00:00,"#SinGuion | Rosa María Palacios [@rmapalacios] comenta sobre el ingreso de Flor de los Milagros Contreras de ""La Resistencia"" al Congreso para un evento de conmemoración por el Día de la Mujer.

Mira el programa de HOY, aquí ↓
📺 https://t.co/X37OwaIwk9 https://t.co/OriNcyuZyV",larepublica_pe,2943233,34,121,269,10,39624.0,es,354.0,732.0,122.0,23.0,8847.0,10078.0
"['Grado5', 'DíaDeLaMujer', 'ENVIVO']",2023-03-09 16:20:35+00:00,"Hoy en #Grado5 con David Gómez Fernandini [@dagofern]: Una integrante de 'La Resistencia' asistió al Congreso por un evento en el marco del #DíaDeLaMujer. Además, todo lo que dijo Antauro en la entrevista exclusiva para La República.

📺 #ENVIVO, aquí ↓
https://t.co/24odjgCgJ2",larepublica_pe,2943233,4,2,4,0,4210.0,es,354.0,732.0,122.0,23.0,8847.0,10078.0
['ENVIVO'],2023-03-09 00:01:42+00:00,"🚨 #ENVIVO | 8M Día de la Mujer: sigue el minuto a minuto de las manifestaciones en Perú

Diferentes agrupaciones se congregan en los exteriores del Ministerio de la Mujer.
https://t.co/wj99PRYVzA",larepublica_pe,2943241,3,9,26,0,3015.0,es,354.0,732.0,122.0,23.0,8847.0,10078.0
"['SinGuion', '8M', 'DíaDeLaMujer', '8DeMarzo']",2023-03-08 22:15:00+00:00,"#SinGuion | ""No es un día para felicitarlos, es un día para conmemorar, recordar y establecer dónde estamos"". Mira el programa de HOY de Rosa María Palacios, aquí, ↓

📺 https://t.co/XBgAJh8Ezr
#8M #DíaDeLaMujer #8DeMarzo https://t.co/8IkKxUsgYg",larepublica_pe,2943242,11,38,115,2,23119.0,es,354.0,732.0,122.0,23.0,8847.0,10078.0
['ENVIVO'],2023-03-08 21:58:38+00:00,"👩 #ENVIVO | Día de la Mujer: Nicaragua cierra Asociación de Mujeres con Cáncer y otras 25 ONG

Miles de mujeres salen este miércoles a las calles para reclamar por sus derechos, el fin de las discriminaciones y un alto a los feminicidios.
https://t.co/WRFOWECU3L",larepublica_pe,2943243,2,2,9,1,3595.0,es,354.0,732.0,122.0,23.0,8847.0,10078.0
['ENVIVO'],2023-03-08 17:30:35+00:00,"👩 #ENVIVO | Día de la Mujer 2023: marchas por el 8M en Colombia, Argentina, México y Chile

Miles de mujeres salen este miércoles a las calles para reclamar por sus derechos, el fin de las discriminaciones y un alto a los feminicidios.
https://t.co/WRFOWECU3L",larepublica_pe,2943243,2,6,18,0,2936.0,es,354.0,732.0,122.0,23.0,8847.0,10078.0
"['DíaDeLaMujer', 'LREconomía']",2023-03-08 15:06:37+00:00,"#DíaDeLaMujer: ¿Cuál es la participación femenina en los diversos rubros económicos? Hoy en #LREconomía con @rumicef conversamos con Betty Canchari y Pamela Antonioli.
 https://t.co/JMtuCeQwZ6",larepublica_pe,2943246,3,3,11,0,3017.0,es,354.0,732.0,122.0,23.0,8847.0,10078.0
['ENVIVO'],2023-03-08 13:27:27+00:00,"🚨 #ENVIVO | Día de la Mujer 2023: colectivos y organizaciones marchan este 8M por las calles del Perú

El Día Internacional de la Mujer se conmemora este de 8 de marzo. En esa línea, cientos de ellas toman las calles para levantar su voz. 
https://t.co/wj99PRZtp8",larepublica_pe,2943233,2,11,42,0,6505.0,es,354.0,732.0,122.0,23.0,8847.0,10078.0
"['LREconomía', 'DíaDeLaMujer', 'ENVIVO']",2023-03-07 15:47:35+00:00,"#LREconomía | #DíaDeLaMujer: ¿Cómo iniciar mi negocio de panadería o pastelería desde casa? Rumi Cevallos [@rumicef] conversa con Alina San Roman, directora de la escuela NOVA. 

📺 Míralo #ENVIVO, aquí ↓
https://t.co/Bge0INOyWG",larepublica_pe,2943244,0,2,2,0,2184.0,es,354.0,732.0,122.0,23.0,8847.0,10078.0
"['8M', 'DiaDeLaMujer']",2023-03-07 00:00:01+00:00,"Día de la Mujer. Más que una celebración, el 8 de marzo es un día para reflexionar sobre las grandes brechas que impiden a la mujer desarrollarse plenamente.

#8M #DiaDeLaMujer https://t.co/bpMk5hvzve",larepublica_pe,2943244,4,16,65,2,8224.0,es,354.0,732.0,122.0,23.0,8847.0,10078.0
['LOÚLTIMO'],2023-03-09 15:45:39+00:00,"🚨 #LOÚLTIMO | Reportan cuarta persona fallecida por intensas lluvias en Piura

La reciente víctima es una mujer que desapareció en la quebrada El Cerezo la tarde del 8 de marzo.https://t.co/5uNdgZmx0Z",larepublica_pe,2943249,4,26,24,0,3380.0,es,354.0,732.0,122.0,23.0,8847.0,10078.0
['EditorialLR'],2023-03-08 11:20:00+00:00,"#EditorialLR | 8 de marzo

https://t.co/TqfTDGnHXi",larepublica_pe,2943256,1,1,0,0,2721.0,es,354.0,732.0,122.0,23.0,8847.0,10078.0
['8M2023'],2023-03-08 23:22:08+00:00,"Hoy el Congreso se viste de Morado para homenajear a las mujeres en este #8M2023 y rechazar con contundencia las violencias basadas en género, llegar a la verdad y lograr justicia. https://t.co/tT73Lk1QW5",PizarroMariaJo,600131,113,156,923,9,57821.0,es,409.0,999.0,218.0,21.0,8779.0,10426.0
"['Anuncio', 'InternacionalFeminista', '8M2023']",2023-03-08 21:29:14+00:00,"🟣 #Anuncio Más de 50 lideresas de diferentes países y continentes, nos hemos articulado para fundar la #InternacionalFeminista🌎, una plataforma global transfronteriza de trabajo y coordinación colectiva para combatir las desigualdades, las violencias y construir la paz. #8M2023",PizarroMariaJo,600132,8,38,123,1,8352.0,es,409.0,999.0,218.0,21.0,8779.0,10426.0
['8M2023'],2023-03-08 21:00:00+00:00,"Propondré que el PND brinde viabilidad jurídica a la emergencia de género presentada en noviembre de 2022, para así volcar las herramientas del Estado a proteger y atacar el aumento exacerbado de las violencias contra las mujeres #8M2023 @kienyke https://t.co/nR25IEbfvw",PizarroMariaJo,600132,2,13,50,0,3344.0,es,409.0,999.0,218.0,21.0,8779.0,10426.0
"['8DeMarzo', '8M2023', 'TodasSomosTrabajadoras']",2023-03-08 20:45:43+00:00,"La ministra de Ambiente @susanamuhamad, seleccionada por Reuters como una de las 25 mujeres pioneras que están liderando la lucha contra el fenómeno climático. Gran trabajo! #8DeMarzo #8M2023 #TodasSomosTrabajadoras https://t.co/P6skLjB9gi",PizarroMariaJo,600132,15,100,426,1,10535.0,es,409.0,999.0,218.0,21.0,8779.0,10426.0
"['8M2023', '8M']",2023-03-08 17:53:08+00:00,"Les invito a leer mi columna de opinión, a propósito de la discusión del Plan Nacional de Desarrollo y la necesidad de declarar una emergencia por violencias basadas en género. #8M2023 #8M https://t.co/nR25IEbfvw",PizarroMariaJo,600135,13,19,85,0,5077.0,es,409.0,999.0,218.0,21.0,8779.0,10426.0
"['8M', '8M2023']",2023-03-08 17:05:19+00:00,"En este #8M quiero hacer un homenaje a todas las mujeres que han transformado nuestra sociedad, que han luchado incansablemente por la igualdad y nuestros derechos. Su legado nos llama a seguir trabajando por una Colombia más justa, igualitaria y libre de violencias. #8M2023 ✊🏼💜 https://t.co/JmtqJ3iqYD",PizarroMariaJo,600135,150,143,617,9,25449.0,es,409.0,999.0,218.0,21.0,8779.0,10426.0
"['8DeMarzo', '8M2023', 'DiaInternacionalDeLaMujer']",2023-03-09 08:15:00+00:00,"Precisamente esta es la violencia de PATRIARCADO que las auténticas feministas queremos derrocar, ¿Qué opinas? #8DeMarzo #8M2023 #DiaInternacionalDeLaMujer https://t.co/LMv8atV1xx",guruchuirer,232540,9,85,193,5,6090.0,es,644.0,1058.0,118.0,88.0,8576.0,10484.0
"['ateneas', '8DeMarzo']",2023-03-09 12:32:23+00:00,"Las heroínas #ateneas son recibidas en su cuartel con pétalos, como cada año resistieron estoicas golpes e insultos de pseudo feministas, pero también recibieron el reconocimiento y solidaridad de miles de mujeres que se manifestaron en paz #8DeMarzo https://t.co/kpHblFNqk7",guruchuirer,232576,8,132,359,2,7383.0,es,644.0,1058.0,118.0,88.0,8576.0,10484.0
"['VivasNosQueremos', '8DeMarzo']",2023-03-09 01:20:19+00:00,"¿Por qué ninguna mujer de la oposición se solidariza con Amarande, la abogada que denunció que el hijo de Javier Lozano la violó? #VivasNosQueremos #8DeMarzo https://t.co/BrRIM4msq9",guruchuirer,232576,101,1985,2769,88,55015.0,es,644.0,1058.0,118.0,88.0,8576.0,10484.0
['8M2023'],2023-03-08 23:24:49+00:00,"#8M2023 | Mujeres policías de @SSC_CDMX no utilizan gas lacrimógeno; portan únicamente equipo de protección y extintores. 
Esta semana, las Direcciones Generales de Asuntos Internos y de Derechos Humanos de la SSC supervisó el llenado de los extintores. 

https://t.co/eqc0ZfECvC",Maffiguer,10199,57,115,316,23,99109.0,es,222.0,594.0,80.0,30.0,8839.0,9765.0
['8M2023'],2023-03-08 20:01:58+00:00,"Mujeres policías de @SSC_CDMX que realizan el acompañamiento de la marcha, identificaron un grupo de manifestantes que portaban objetos con los que pueden causar daño a las participantes, la ciudadanía en general y a ellas mismas, los cuales les fueron retirados. #8M2023 https://t.co/CXBe8UdI7l",Maffiguer,10199,22,98,291,6,35535.0,es,222.0,594.0,80.0,30.0,8839.0,9765.0
['8M2023'],2023-03-08 14:13:32+00:00,"Quienes se perdieron nuestro Conversatorio entre mujeres policías y activistas 2023, lo pueden ver en la siguiente liga de Youtube 👇🏼

https://t.co/iePrio9CfR 

#8M2023 https://t.co/4YrzlxoD2m",Maffiguer,10199,0,8,37,0,1971.0,es,222.0,594.0,80.0,30.0,8839.0,9765.0
"['IdeologiaDeGénero', 'DiaDeLaMujer']",2023-03-08 22:17:06+00:00,"Y a todo esto, ¿QUÉ ES UNA MUJER?

Una pregunta simple que la progresía no puede responder, porque al hacerlo se derrumba toda la #IdeologiaDeGénero.

#DiaDeLaMujer https://t.co/zpzvsWJYMV",AmerangelLorenz,60208,265,434,2227,45,122768.0,es,574.0,1115.0,254.0,65.0,8995.0,11003.0
"['DiaDeLaMujer', 'IdeologíaDeGénero']",2023-03-08 18:49:24+00:00,"En pleno #DiaDeLaMujer a  @SalmaLuevano le pareció buena idea amenazarnos y atacarnos a 2 mujeres (@teresacastellmx y a mi).

Y todavía tiene el descaro de decir que pretende borrarnos de la vida pública.

Lo dicho: la #IdeologíaDeGénero es misoginia y machismo disfrazado de “inclusión”. Van con todo contra la mujer.

¿Lo vamos a permitir? Yo no.",AmerangelLorenz,60208,178,651,2811,19,170671.0,es,574.0,1115.0,254.0,65.0,8995.0,11003.0
['8M2023'],2023-03-08 21:05:08+00:00,"Las feministas podemos transformarlo todo. 

#8M2023 https://t.co/duGPyjunf5",AleJacintoUrang,47599,373,178,645,19,22917.0,es,555.0,1054.0,313.0,120.0,8902.0,10944.0
['8M2023'],2023-03-08 12:50:14+00:00,"El trabajo reproductivo es trabajo. 

Qué gusto leer sentencias feministas en días como hoy. 

#8M2023 
https://t.co/N34MWCZdYP",AleJacintoUrang,47598,11,20,48,2,1526.0,es,555.0,1054.0,313.0,120.0,8902.0,10944.0
['8M2023'],2023-03-08 11:07:27+00:00,"Para acabar con el machismo, con el odio, con el patriarcado que hace que día sí y día también recibamos este tipo de comentarios nos toca seguir luchando juntas. 

A por más feminismo. 
#8M2023 https://t.co/d21hFQ5xAB",AleJacintoUrang,47598,71,97,258,6,11769.0,es,555.0,1054.0,313.0,120.0,8902.0,10944.0
['8M2023'],2023-03-08 10:49:03+00:00,"Feminismo es exigir que vuelva la luz a la Cañada Real. 

#8M2023 https://t.co/AqvkLMZb7i",AleJacintoUrang,47598,673,130,363,97,67225.0,es,555.0,1054.0,313.0,120.0,8902.0,10944.0
['8DeMarzo'],2023-03-08 20:37:09+00:00,"El feminismo es imparable.

#8DeMarzo https://t.co/DyP3AbXciN",AleJacintoUrang,48573,221,531,1950,28,71503.0,es,555.0,1054.0,313.0,120.0,8902.0,10944.0
"['DíaDeLaMujer', '8M2023', '8Marzo', 'NiUnaMás', 'NiUnaMenos', 'CdMx']",2023-03-08 15:01:13+00:00,"#DíaDeLaMujer 

Así algunas de las movilizaciones que se realizaran este #8M2023 #8Marzo #NiUnaMás #NiUnaMenos #CdMx https://t.co/XfvFA5mDlS",MrElDiablo8,211735,2,11,35,0,6794.0,es,225.0,804.0,111.0,22.0,8899.0,10061.0
"['8M', 'DiaDeLaMujer', 'Video']",2023-03-09 02:59:24+00:00,"De acuerdo con el @GobCDMX 90 mil personas acudieron a la Marcha del #8M #DiaDeLaMujer. 

#Video 🎥👇🏽 https://t.co/sXE9MKURZc",MrElDiablo8,212126,2,4,21,0,3614.0,es,225.0,804.0,111.0,22.0,8899.0,10061.0
"['Marcha8M', '8M', 'DiaDeLaMujer', 'Video']",2023-03-09 02:57:00+00:00,"Así los destrozos sobre la Av. Juárez, personal de limpia ya trabaja en el punto. #Marcha8M 
#8M 
#DiaDeLaMujer 

#Video 🎥👇🏽 https://t.co/TTAspczZF1",MrElDiablo8,212126,7,9,43,1,8427.0,es,225.0,804.0,111.0,22.0,8899.0,10061.0
"['8M', 'DíaDeLaMujer', 'Vídeo']",2023-03-09 00:41:23+00:00,"Así el Zócalo Capitalino #8M, #DíaDeLaMujer

#Vídeo 🎥 👇🏽 https://t.co/ybWHGKb3l3",MrElDiablo8,212126,1,2,18,0,4334.0,es,225.0,804.0,111.0,22.0,8899.0,10061.0
"['8M', 'DíaDeLaMujer', 'Vídeo']",2023-03-08 23:57:54+00:00,"Continúa la Marcha que conmemora el #8M, #DíaDeLaMujer, algunas integrantes de varios bloques negros siguen realizando pintas y destrozos.

#Vídeo 🎥 👇🏽 https://t.co/SqZ8zRdpSX",MrElDiablo8,212126,4,15,59,1,8587.0,es,225.0,804.0,111.0,22.0,8899.0,10061.0
"['8M', 'DíaDeLaMujer', 'Vídeo']",2023-03-08 22:28:19+00:00,"La Marcha que conmemora el #8M, #DíaDeLaMujer continúa avanzando hacia el Zócalo, algunas integrantes del bloque negro realizan pintas y destrozos.

#Vídeo 🎥 👇🏽 https://t.co/rkz8SR4sDG",MrElDiablo8,212126,67,101,403,11,65951.0,es,225.0,804.0,111.0,22.0,8899.0,10061.0
"['Marcha8M', 'DíaDeLaMujer', 'CdMx', 'Video']",2023-03-08 14:53:01+00:00,"Mujeres de la Policía Bancaria e Industrial (PBI) de la @SSC_CDMX que darán acompañamiento a los contingentes que participarán en la #Marcha8M se colocan sus uniformes y equipo de protección personal, serán 800 las que brindarán acompañamiento. #DíaDeLaMujer #CdMx 

#Video 🎥👇🏽 https://t.co/wbb4Qj2zE1",MrElDiablo8,212133,18,63,358,6,56816.0,es,225.0,804.0,111.0,22.0,8899.0,10061.0
"['8M', 'DíaDeLaMujer']",2023-03-08 13:15:43+00:00,Inicia carrera deportiva en Avenida Juárez a la altura de Angela Peralta hacia Estela de Luz. #8M #DíaDeLaMujer.,MrElDiablo8,212136,0,6,51,0,5737.0,es,225.0,804.0,111.0,22.0,8899.0,10061.0
"['8M', 'DíaDeLaMujer', 'Video']",2023-03-06 23:42:42+00:00,"Blindan el Ángel de la Independencia ante movilizaciones del #8M #DíaDeLaMujer. 

#Video 🎥👇🏽 https://t.co/ZvsEaab7ak",MrElDiablo8,212141,10,13,118,2,11510.0,es,225.0,804.0,111.0,22.0,8899.0,10061.0
