Hashtags,Fecha,Texto,Usuario,Followers,Respuestas,Retweets,Likes,Citados,Vistas,Idioma,Rango Retweets,Rango Likes,Rango Respuestas,Rango Citados,Rango Vistas,Rango Total
"['ALERTA', 'ENacional', '8M2023', '8M']",2023-03-05 16:11:32+00:00,"🚨♀️#ALERTA♀️🚨

En 2022 Chile alcanzó la mayor tasa de HOMICIDIOS y VIOLACIONES de la década !!! ... Cifras que afectan a MUJERES, pero aún así una hipócrita MINISTRA ORELLANA sigue defendiendo su ""gobierno feminista"" que NO HA HECHO NADA !!! 

Kaiser 👇

#ENacional #8M2023 #8M https://t.co/FusnILZRN1",ProfeMuyChilena,15453,3,83,99,0,2360.0,es,631.0,1019.0,38.0,90.0,8772.0,10550.0
"['ALERTA', 'MesaCentral', 'Cadem', 'ENacional', 'ToleranciaCero', 'MuchoGustoMega', 'TuDia13', '8M2023']",2023-03-05 13:47:15+00:00,"🚨👀 #ALERTA 👀🚨

MOSCIATTI va con todo contra IRACI HASSLER, el PARTIDO COMUNISTA y el GOBIERNO DE BORIC... la CLÍNICA SIERRA BELLA es el SUCIO NEGOCIO que unos apoyan públicamente y otros  callan!

#MesaCentral #Cadem #ENacional #ToleranciaCero #MuchoGustoMega #TuDia13 #8M2023 https://t.co/uvu8OtEKGv",ProfeMuyChilena,15453,4,927,1179,25,56935.0,es,631.0,1019.0,38.0,90.0,8772.0,10550.0
"['8Marzo', 'DiaDeLaMujer2023', '8M2023']",2023-03-08 21:00:01+00:00,"En 1988 abrieron camino las primeras 200 mujeres en la @guardiacivil. En la actualidad son más de 7.000 en diferentes especialidades y en cuadros de mando.

#8Marzo 
#DiaDeLaMujer2023 #8M2023 https://t.co/GM95TAc6y4",guardiacivil,1984573,32,66,436,3,39192.0,es,524.0,1125.0,220.0,34.0,9055.0,10958.0
"['Oficiales', '8Marzo', 'DiaDeLaMujer2023', '8M2023']",2023-03-08 19:00:00+00:00,"En el acceso a la enseñanza de formación para la Escala de #Oficiales sin titulación previa un 27'08% del alumnado de la @guardiacivil que está formándose actualmente en alguno de los cinco cursos son mujeres.

#8Marzo 
#DiaDeLaMujer2023 #8M2023 https://t.co/nliMyibC5I",guardiacivil,1984575,20,20,193,2,46500.0,es,524.0,1125.0,220.0,34.0,9055.0,10958.0
"['8Marzo', 'DiaDeLaMujer2023', '8M2023']",2023-03-08 12:00:01+00:00,"Ellas llevan en la @guardiacivil más de 35 años aportando valor a la organización. Gracias a su esfuerzo y superación forman parte de todas las escalas y de la mayoría de las especialidades. 

#8Marzo 
#DiaDeLaMujer2023 #8M2023 https://t.co/pulg2fsD02",guardiacivil,1984577,10,49,198,1,22696.0,es,524.0,1125.0,220.0,34.0,9055.0,10958.0
"['8Marzo', 'DiaDeLaMujer2023', '8M2023']",2023-03-08 11:00:01+00:00,"En el 2022 para ingreso en la Escala de Cabos y Guardias lograron plaza 447, por lo que, actualmente, un 26,75% del alumnado son mujeres. La mayor cifra en una promoción de la @guardiacivil desde la aprobación del acceso de la mujer.

#8Marzo 
#DiaDeLaMujer2023 #8M2023 https://t.co/JmvaTKvGq7",guardiacivil,1984578,29,97,579,2,41755.0,es,524.0,1125.0,220.0,34.0,9055.0,10958.0
"['8Marzo', 'DiaDeLaMujer2023', '8M2023']",2023-03-08 09:00:02+00:00,"En marzo de 1988 se publicó la 1ª convocatoria que se admitían mujeres y se presentaron 2.917 aspirantes. 197 mujeres consiguieron plaza para realizar el curso de formación e integrar así la 1ª promoción con mujeres de la @guardiacivil 

#8Marzo 
#DiaDeLaMujer2023 #8M2023 https://t.co/AX3SfQXFDD",guardiacivil,1984578,15,42,264,2,29473.0,es,524.0,1125.0,220.0,34.0,9055.0,10958.0
"['DíaDeLaMujer2023', '8M2023']",2023-03-08 08:34:59+00:00,"Lleváis 35 años prestando servicio en la @guardiacivil.

Compañeras, muchas felicidades en el #DíaDeLaMujer2023 #8M2023 https://t.co/4I4cWiq8FY",guardiacivil,1984578,58,188,1252,6,79084.0,es,524.0,1125.0,220.0,34.0,9055.0,10958.0
"['mujer', 'igualdad', '8Marzo', 'DiaDeLaMujer2023', '8M2023']",2023-03-08 07:00:01+00:00,"El 22-02-1988 se reguló el acceso efectivo de la #mujer a la @guardiacivil mediante la aprobación del RD Ley 1/1988, que permitía a las mujeres acceder a las pruebas para la incorporación al Cuerpo en #igualdad de condiciones que los hombres.

#8Marzo 
#DiaDeLaMujer2023 #8M2023 https://t.co/ungukV4d6E",guardiacivil,1984578,53,67,364,10,77037.0,es,524.0,1125.0,220.0,34.0,9055.0,10958.0
"['8Marzo', 'DiaDeLaMujer2023', '8M2023']",2023-03-07 20:00:00+00:00,"Laura cumplió su sueño de ingresar en la @guardiacivil. Además consiguió ser la número uno de su promoción de la Escala de Oficiales.  

En la actualidad hay más de 7.000 mujeres en diferentes especialidades y cuadros de mando.

#8Marzo 
#DiaDeLaMujer2023 #8M2023 https://t.co/gLWsobRHwB",guardiacivil,1984581,70,181,2069,4,155955.0,es,524.0,1125.0,220.0,34.0,9055.0,10958.0
"['Mujer', 'Igualdad', 'Seguridad', '8Marzo', 'DíaDeLaMujer2023', '8M2023']",2023-03-07 18:00:00+00:00,"III Jornadas #Mujer, #Igualdad y #Seguridad

#8Marzo 
#DíaDeLaMujer2023 #8M2023 https://t.co/srQT2altcP",guardiacivil,1984581,11,35,218,2,26542.0,es,524.0,1125.0,220.0,34.0,9055.0,10958.0
"['DiaDeLaMujer2023', 'Hellín', '8M2023', '8Marzo']",2023-03-07 14:00:04+00:00,"En el marco de las actividades organizadas con motivo del #DiaDeLaMujer2023 hemos participado en #Hellín en un coloquio en el que han intervenido mujeres de las Fuerzas y  Cuerpos de Seguridad de @Hellinayto 

#8M2023 #8Marzo https://t.co/30gE91yslv",guardiacivil,1984581,8,44,126,1,31408.0,es,524.0,1125.0,220.0,34.0,9055.0,10958.0
"['DiaInternacionalDeLaMujer', 'Isabel', 'Genesis', 'Dios']",2023-03-08 10:28:43+00:00,"#DiaInternacionalDeLaMujer 
Me obsequias la bendición de nacer, con las maravillas del amor y tú protección mi bella #Isabel, de igual manera mi muñequita llega para hacerme sentir que las princesas existen #Genesis ,ser tú padre agradeciendo a #Dios amarlas por siempre 🇻🇪🙏❤️💐 https://t.co/kJO8F3CUxA",entrenador41,25353,3,3,47,0,911.0,es,415.0,924.0,68.0,56.0,8749.0,10212.0
['DiaDeLaMujer'],2023-03-08 16:53:39+00:00,"#DiaDeLaMujer 
Los hombres deben usar el cabello corto 😂😂😂😂 https://t.co/3gIryrcOkV",entrenador41,25351,64,479,1613,55,101232.0,es,415.0,924.0,68.0,56.0,8749.0,10212.0
['8M2023'],2023-03-08 21:04:07+00:00,"No están todas 

Faltan las compañeras 

#8M2023 https://t.co/Ef7y3sJNWf",RadioUmbral,15000,2,55,108,0,2311.0,es,498.0,965.0,15.0,10.0,8468.0,9956.0
['8M2023'],2023-03-08 17:43:59+00:00,"Abrazos a todas las Karens!!!

@gatadyungay 
@pantera_san 
@gatoscomunistas 
@GatosQls 
@gatitesxboric 

#8M2023 https://t.co/iGyZe57Y6W",RadioUmbral,15000,1,5,10,0,389.0,es,498.0,965.0,15.0,10.0,8468.0,9956.0
['8M2023'],2023-03-08 13:57:43+00:00,"Portada diario ABC 
ESPAÑA 1936 

#8M2023 https://t.co/UN23DUZ6yW",RadioUmbral,15000,0,13,25,0,682.0,es,498.0,965.0,15.0,10.0,8468.0,9956.0
['8M2023'],2023-03-08 10:49:19+00:00,"#8M2023 

Abrazos mamita obrera 

@illapu 

https://t.co/lfZ7HISPYn",RadioUmbral,15000,0,4,5,0,251.0,es,498.0,965.0,15.0,10.0,8468.0,9956.0
['8M2023'],2023-03-08 10:34:31+00:00,"Mujeres de fuego

Purísima Elena Muñoz de Maureira,Viviana Díaz, Anita González de Recabarren y Carmencita Vivanco 

No Olvidamos
No Perdonamos

#8M2023 https://t.co/fToceSr7bR",RadioUmbral,15000,0,113,331,2,10395.0,es,498.0,965.0,15.0,10.0,8468.0,9956.0
['8M2023'],2023-03-08 00:08:48+00:00,"Abrazos de lucha en este 8 de Marzo queridas compañeras ❤

Hasta la victoria

#8M2023 https://t.co/ALtHFNfFqm",RadioUmbral,15000,3,23,64,0,2918.0,es,498.0,965.0,15.0,10.0,8468.0,9956.0
['8M2023'],2023-03-08 00:07:00+00:00,"#8M2023 

La Revolución será feminista o no será 

Vía RositaBeas https://t.co/PxUg0Rzgzs",RadioUmbral,15000,0,28,41,2,1543.0,es,498.0,965.0,15.0,10.0,8468.0,9956.0
['8M2023'],2023-03-07 22:59:57+00:00,"#8M2023 

SANTIAGO

ALAMEDA Y VICUÑA MACKENNA

18:00

@AFDDChile 

Toda una vida buscando Verdad y Justicia https://t.co/51oDtjhOrt",RadioUmbral,15000,0,4,5,1,314.0,es,498.0,965.0,15.0,10.0,8468.0,9956.0
['8M2023'],2023-03-07 22:52:55+00:00,"#8M2023 

SANTIAGO

PLAZA DIGNIDAD

18:00 https://t.co/ClSwQ8vC2w",RadioUmbral,15000,0,25,45,0,3036.0,es,498.0,965.0,15.0,10.0,8468.0,9956.0
['8M2023'],2023-03-07 22:51:08+00:00,"#8M2023 

SANTIAGO

Teatro U de Chile

18:00

@LosdAbajoAntifa https://t.co/iotxypIN0p",RadioUmbral,15000,0,1,4,0,263.0,es,498.0,965.0,15.0,10.0,8468.0,9956.0
['8M2023'],2023-03-07 22:46:45+00:00,"#8M2023 

VALPARAÍSO

Plaza Sotomayor

11:00 https://t.co/YYn5vg2u6Y",RadioUmbral,15000,0,2,3,0,263.0,es,498.0,965.0,15.0,10.0,8468.0,9956.0
['8M2023'],2023-03-07 22:44:46+00:00,"#8M2023 

ANTOFAGASTA

Plaza la Revolución

18:00 https://t.co/VdbkeV8Hos",RadioUmbral,15000,0,6,8,0,535.0,es,498.0,965.0,15.0,10.0,8468.0,9956.0
['8M2023'],2023-03-07 22:43:03+00:00,"#8M2023 

COPIAPÓ

Salon municipal

18:00 https://t.co/14Q2U02BOd",RadioUmbral,15000,0,3,4,0,315.0,es,498.0,965.0,15.0,10.0,8468.0,9956.0
['8M2023'],2023-03-07 22:41:20+00:00,"#8M2023 

SAN CARLOS 

Plaza San Carlos

18:00 https://t.co/5W19FZA5gg",RadioUmbral,15000,0,3,3,0,228.0,es,498.0,965.0,15.0,10.0,8468.0,9956.0
['8M2023'],2023-03-07 22:38:29+00:00,"#8M2023 

VALLENAR

Plaza de Vallenar

16:00 https://t.co/IODaoAaoC2",RadioUmbral,15000,0,3,5,0,303.0,es,498.0,965.0,15.0,10.0,8468.0,9956.0
['8M2023'],2023-03-07 22:34:54+00:00,"#8M2023 

LOS ANGELES

Plaza sin armas

18:00 https://t.co/n6uXYNtoKv",RadioUmbral,15000,0,10,18,0,507.0,es,498.0,965.0,15.0,10.0,8468.0,9956.0
['8M2023'],2023-03-07 22:31:35+00:00,"#8M2023 

SAN FERNANDO

Plaza San Fernando

17:00 https://t.co/5z36pC46ae",RadioUmbral,15000,0,4,5,0,282.0,es,498.0,965.0,15.0,10.0,8468.0,9956.0
['8M2023'],2023-03-07 22:29:37+00:00,"#8M2023 

LOS ANDES

Parque Urbano Ambrosio O'Higgins

18:00 https://t.co/5C9rA2vQNF",RadioUmbral,15000,0,4,3,0,239.0,es,498.0,965.0,15.0,10.0,8468.0,9956.0
['8M2023'],2023-03-07 22:25:33+00:00,"#8M2023 

ANTOFAGASTA

Teatro Municipal 

18:30 https://t.co/JJOvnaum1R",RadioUmbral,15000,0,1,1,0,284.0,es,498.0,965.0,15.0,10.0,8468.0,9956.0
['8M2023'],2023-03-07 22:21:47+00:00,"#8M2023 

SAN ANTONIO

Plaza San Antonio

18:00 https://t.co/F86g9bbnBJ",RadioUmbral,15000,0,12,13,0,610.0,es,498.0,965.0,15.0,10.0,8468.0,9956.0
['8M2023'],2023-03-07 22:19:42+00:00,"#8M2023 

CONCEPCIÓN

Plaza Tribunales

18:00 https://t.co/9V8tQRNX14",RadioUmbral,15000,0,5,6,0,373.0,es,498.0,965.0,15.0,10.0,8468.0,9956.0
['8M2023'],2023-03-07 22:17:29+00:00,"#8M2023 

VIÑA DEL MAR 

Reloj de flores
18:00 https://t.co/PCNrKfSbx7",RadioUmbral,15000,0,4,3,0,312.0,es,498.0,965.0,15.0,10.0,8468.0,9956.0
['8M2023'],2023-03-07 22:15:18+00:00,"#8M2023 

TALCA 

Plaza La Loba  

18:30 https://t.co/NCE66r6wFd",RadioUmbral,15000,0,11,14,0,815.0,es,498.0,965.0,15.0,10.0,8468.0,9956.0
['8M2023'],2023-03-07 10:52:27+00:00,"Mujeres de fuego

Mon Laferte

#8M2023 https://t.co/yvkt17Zkrn",RadioUmbral,15000,1,5,48,0,1727.0,es,498.0,965.0,15.0,10.0,8468.0,9956.0
['8M2023'],2023-03-07 10:51:42+00:00,"Mujeres de fuego

Cecilia la incomparable

#8M2023 https://t.co/BdOGkb3xAN",RadioUmbral,15000,2,7,64,0,1303.0,es,498.0,965.0,15.0,10.0,8468.0,9956.0
['8M2023'],2023-03-07 10:50:06+00:00,"Mujeres de fuego

Violeta Parra

#8M2023 https://t.co/5VhgXPkKjy",RadioUmbral,15000,0,19,98,0,1845.0,es,498.0,965.0,15.0,10.0,8468.0,9956.0
['8M2023'],2023-03-06 11:44:55+00:00,"Mujeres de fuego

Tatiana Fariña Concha 

Tati

#8M2023 https://t.co/lCf3ooVCxU",RadioUmbral,15000,0,31,82,1,1370.0,es,498.0,965.0,15.0,10.0,8468.0,9956.0
['8M2023'],2023-03-06 11:43:22+00:00,"Mujeres de fuego

Cecilia Magni Camino 

Comandante Tamara 

#8M2023 https://t.co/6DtpaFVG2v",RadioUmbral,15000,2,46,177,0,2506.0,es,498.0,965.0,15.0,10.0,8468.0,9956.0
['8M2023'],2023-03-05 19:04:49+00:00,"Mujeres de fuego
Jane Vanini Capozi
 Brasileña pareja de Pepe Carrasco
6 diciembre 1974 opone resistencia sola con un fusil por horas a la fuerza represora
Sin balas,es herida y desaparecida
En la casa ,una nota 
"" Lo siento mi amor, fue el último intento de salvarte ""
#8M2023 https://t.co/qPphgxlAIo",RadioUmbral,15000,1,54,96,1,2520.0,es,498.0,965.0,15.0,10.0,8468.0,9956.0
['8M2023'],2023-03-05 18:49:04+00:00,"Mujeres de fuego

Madres de Plaza de Mayo 

"" Las madres salieron a las calles a gritar en nombre de sus hijos desaparecidos de un régimen militar sangriento"",  (Pedro Pascal, actor chileno)

#8M2023 https://t.co/3LTFR26X30",RadioUmbral,15000,0,25,104,1,2211.0,es,498.0,965.0,15.0,10.0,8468.0,9956.0
['8M2023'],2023-03-05 18:44:41+00:00,"Mujeres de fuego 

Anita González de Recabarren

#8M2023 https://t.co/OmoXJxmQA7",RadioUmbral,15000,2,126,523,1,13206.0,es,498.0,965.0,15.0,10.0,8468.0,9956.0
['8M2023'],2023-03-05 18:32:36+00:00,"#8M2023 
No se celebra,se conmemora
Afiche Día Internacional de la mujer Marzo 1985 
Fotografía de una mujer pobladora cuyo marido fue asesinado en una protesta 
( Autora Paz Errázuriz).
Circuló junto a revistas APSI y Cauce y el diario La Época https://t.co/84rgiXToU8",RadioUmbral,15000,0,40,47,0,1947.0,es,498.0,965.0,15.0,10.0,8468.0,9956.0
"['Marcha8M', 'DiaInternacionalDeLaMujer', '8M2023']",2023-03-09 06:32:58+00:00,MAS HOMBRES EN LA #Marcha8M  POR ESTO PUSIERON VAYAS @kenialopezr #DiaInternacionalDeLaMujer #8M2023 https://t.co/C5tuosrYYn,elitvoficial,27000,74,252,443,18,38529.0,es,490.0,830.0,199.0,74.0,8733.0,10326.0
"['8M', 'amlo', 'vallasenpalacionacional', 'DiaInternacionalDeLaMujer', 'zocalo', '8M2023']",2023-03-07 22:50:55+00:00,#8M este video para @kenialopezr qué NO ENTIENDE porque #amlo pone #vallasenpalacionacional #DiaInternacionalDeLaMujer #zocalo #8M2023 https://t.co/yLSB6ceLog,elitvoficial,27000,136,323,565,45,41903.0,es,490.0,830.0,199.0,74.0,8733.0,10326.0
"['MARCHAFEMENISTA', '8M2023', '8M', 'Mujeres']",2023-03-09 01:14:55+00:00,HOMBRES PARTICIPAN EN #MARCHAFEMENISTA #8M2023 #8M #Mujeres para tumbar vallas! https://t.co/nlQWtitPNo,elitvoficial,27001,11,57,89,6,4874.0,es,490.0,830.0,199.0,74.0,8733.0,10326.0
"['8DeMarzo', 'Marcha8M', 'marchafeminista', 'telmex']",2023-03-08 22:34:05+00:00,#8 #8DeMarzo #Marcha8M #marchafeminista le tiran al edificio de #telmex https://t.co/x041Ug7iOg,elitvoficial,26997,33,43,97,7,12819.0,es,490.0,830.0,199.0,74.0,8733.0,10326.0
"['DiaInternacionalDeLaMujer', 'OnceNoticias']",2023-03-09 12:40:00+00:00,"Con motivo del #DiaInternacionalDeLaMujer, la secretaria de la @SEP_mx, dio un mensaje en el que destacó la importancia de que las mujeres vivan en un mundo libre de violencia, pero también con acceso a la justicia y a la equidad.

#OnceNoticias 
https://t.co/7mP6TO0nsv",OnceNoticiasTV,139223,0,2,4,0,670.0,es,493.0,1035.0,71.0,40.0,8901.0,10540.0
"['DiaInternacionalDeLaMujer', 'OnceNoticias']",2023-03-09 01:56:39+00:00,"Así se vivieron las marchas conmemorativas del #DiaInternacionalDeLaMujer en el país.

#OnceNoticias 👇
https://t.co/xin98FGw6h",OnceNoticiasTV,139223,0,2,3,0,418.0,es,493.0,1035.0,71.0,40.0,8901.0,10540.0
"['DiaInternacionalDeLaMujer', 'LópezObrador', 'OnceNoticias']",2023-03-09 01:20:00+00:00,"Al conmemorar el #DiaInternacionalDeLaMujer y acompañado de mujeres funcionarias públicas, el Presidente #LópezObrador destacó la labor de las mujeres en su proyecto de transformación.

Los detalles en #OnceNoticias 👇 
https://t.co/YYPpOSIvKK",OnceNoticiasTV,139223,0,4,6,0,441.0,es,493.0,1035.0,71.0,40.0,8901.0,10540.0
"['EnElMundo', 'DíaInternacionalDeLaMujer', '8DeMarzo', '8M2023', 'OnceNoticias', 'ElOnce', 'App']",2023-03-06 15:20:00+00:00,"🎥 #EnElMundo | @lumiery conversa @LazoMargain, analista de asuntos internacionales, sobre el panorama internacional del 165 aniversario del #DíaInternacionalDeLaMujer.
#8DeMarzo
#8M2023 

🔴 #OnceNoticias Matutino | #ElOnce | #App | https://t.co/SbIxWNbzTw https://t.co/NSIYChpnk5",OnceNoticiasTV,139222,2,7,23,1,1102.0,es,493.0,1035.0,71.0,40.0,8901.0,10540.0
"['8DeMarzo', 'OnceNoticias', '8M', '8M2023', '8Marzo', 'DíadelaMujer']",2023-03-09 10:30:00+00:00,"🎥 Este #8DeMarzo, miles de mujeres salen a las calles para denunciar una ofensiva mundial contra sus derechos y reclamar el fin de las discriminaciones y de los feminicidios.

🔗https://t.co/9MC51emuAc

🟣 #OnceNoticias | #8M | #8M2023 | #8Marzo | #DíadelaMujer https://t.co/S58MYZJ7CW",OnceNoticiasTV,139224,0,1,1,0,475.0,es,493.0,1035.0,71.0,40.0,8901.0,10540.0
"['Marcha8M', 'CDMX', 'OnceNoticiase', 'YouTube', '8M', '8M2023', '8Marzo', 'DíadelaMujer']",2023-03-09 08:30:00+00:00,"🎥 Conoce la crónica acerca la #Marcha8M en #CDMX. 

🔗https://t.co/cMDuS1oJjv

🟣 #OnceNoticiase en #YouTube | #8M | #8M2023 | #8Marzo | #DíadelaMujer https://t.co/BYIcdYaZTR",OnceNoticiasTV,139224,0,1,2,0,636.0,es,493.0,1035.0,71.0,40.0,8901.0,10540.0
"['OnceNoticias', '8M', '8M2023', '8Marzo', 'DíadelaMujer']",2023-03-09 07:40:00+00:00,"📰  No te pierdas la entrevista con una mexicana que ha puesto muy en alto el nombre del país, la ingeniera y astronauta, @katvoltage, la primera mexicana en llegar al espacio.

@alexgarciam_11 tiene los detalles.

🟣 #OnceNoticias | #8M | #8M2023 | #8Marzo | #DíadelaMujer https://t.co/8upn4sSVwW",OnceNoticiasTV,139224,0,1,8,0,507.0,es,493.0,1035.0,71.0,40.0,8901.0,10540.0
"['Mujeres', '8M', 'OnceNoticias', '8M', '8M2023', 'DíadelaMujer']",2023-03-09 07:20:00+00:00,"🎥 #Mujeres con discapacidad salen a marchar este #8M y piden dejar de ser minimizadas y tener mejores oportunidades ante la falta de conciencia de la sociedad.

@ArytaAranday ,@nicteGF, @akarenbg, @Gabi_Enez tienen los detalles.

🟣 #OnceNoticias | #8M | #8M2023 | #DíadelaMujer https://t.co/enado1tG4K",OnceNoticiasTV,139224,1,5,13,0,720.0,es,493.0,1035.0,71.0,40.0,8901.0,10540.0
"['Marcha8M', 'CDMX', 'OnceNoticias', '8M', '8M2023', '8Marzo', 'DíadelaMujer']",2023-03-09 06:20:00+00:00,"🎥 Conoce la crónica acerca la #Marcha8M en #CDMX. 

@ArytaAranday , @nicteGF, @akarenbg, @Gabi_Enez tienen los detalles.

🟣 #OnceNoticias | #8M | #8M2023 | #8Marzo | #DíadelaMujer https://t.co/KFPeWuyKZZ",OnceNoticiasTV,139224,0,0,5,1,1050.0,es,493.0,1035.0,71.0,40.0,8901.0,10540.0
"['8DeMarzo', 'OnceNoticias', '8M', '8M2023', '8Marzo', 'DíaDeLaMujer']",2023-03-09 06:00:01+00:00,"🎥Hoy #8DeMarzo, Día Internacional de la Mujer, fecha que busca visualizar los avances en derechos pero también los pendientes para que vivamos en un mundo igualitario, libre de violencia y discriminación.

🟣 #OnceNoticias | #8M | #8M2023 | #8Marzo | #DíaDeLaMujer https://t.co/30EZgAH7dC",OnceNoticiasTV,139224,0,1,3,0,605.0,es,493.0,1035.0,71.0,40.0,8901.0,10540.0
"['8DeMarzo', 'OnceNoticias', '8M', '8M2023', '8Marzo', 'DíadelaMujer']",2023-03-09 05:21:11+00:00,"🎥 Este #8DeMarzo, miles de mujeres salen a las calles para denunciar una ofensiva mundial contra sus derechos y reclamar el fin de las discriminaciones y de los feminicidios.

🟣 #OnceNoticias | #8M | #8M2023 | #8Marzo | #DíadelaMujer https://t.co/ziDfU0cR6w",OnceNoticiasTV,139224,1,4,18,0,1032.0,es,493.0,1035.0,71.0,40.0,8901.0,10540.0
"['EnDirecto', '8M', 'OnceNoticias', 'Marcha8M', '8M', '8M2023', 'DíaDeLaMujer']",2023-03-09 01:32:15+00:00,"🟣 #EnDirecto | El logo de la Ciudad de México también fue tapizado con los rostros de agresores, en la marcha del #8M.

📹@akarenbg 

#OnceNoticias #Marcha8M #8M #8M2023 #DíaDeLaMujer💜 https://t.co/qyod9tdlqr",OnceNoticiasTV,139224,0,19,42,0,3034.0,es,493.0,1035.0,71.0,40.0,8901.0,10540.0
"['EnDirecto', 'OnceNoticias', 'Marcha8M', '8M', '8M2023', 'DíaDeLaMujer']",2023-03-09 01:22:41+00:00,"🟣 #EnDirecto | Son casi las 7 de la noche y  la retaguardia compuestas por policías Ateneas indica que la marcha está por terminar, de avanzar por avenida Juárez.

📹@nicteGF 

#OnceNoticias #Marcha8M #8M #8M2023 #DíaDeLaMujer💜 https://t.co/1b8g68v0Sq",OnceNoticiasTV,139224,1,2,4,0,1037.0,es,493.0,1035.0,71.0,40.0,8901.0,10540.0
"['EnDirecto', 'OnceNoticias', 'Marcha8M', '8M', '8M2023', 'DíaDeLaMujer']",2023-03-09 01:21:42+00:00,"🟣 #EnDirecto | Al grito de ""ni cis, ni trans, ni una muerta más"" y ""aquí está la resistencia trans"", La comunicación de la diversidad sexual también se hace presente en la marcha.

📹@nicteGF 

#OnceNoticias #Marcha8M #8M #8M2023 #DíaDeLaMujer💜 https://t.co/8rcuLV2I2N",OnceNoticiasTV,139224,0,3,4,0,642.0,es,493.0,1035.0,71.0,40.0,8901.0,10540.0
"['EnDirecto', 'OnceNoticias', 'Marcha8M', '8M', '8M2023', 'DíaDeLaMujer']",2023-03-09 01:04:49+00:00,"🟣 #EnDirecto | No son de Papantla, sino de Cuetzalan, Puebla. Las mujeres voladoras llegaron al @CC_LosPinos para mostrar que históricamente las mujeres también han participado de este ritual prehispánico.

📹@malentendedor 

#OnceNoticias #Marcha8M #8M #8M2023 #DíaDeLaMujer💜 https://t.co/xhxlL92RK2",OnceNoticiasTV,139224,1,3,8,1,1417.0,es,493.0,1035.0,71.0,40.0,8901.0,10540.0
"['EnDirecto', 'OnceNoticias', 'Marcha8M', '8M', '8M2023', 'DíaDeLaMujer']",2023-03-09 00:44:07+00:00,"🟣 #EnDirecto | Colocan manta en favor de los derechos sexuales y reproductivos de mujeres y niñas.

📹@akarenbg 

#OnceNoticias #Marcha8M #8M #8M2023 #DíaDeLaMujer💜 https://t.co/sYr6NVFUJH",OnceNoticiasTV,139224,2,2,5,0,1019.0,es,493.0,1035.0,71.0,40.0,8901.0,10540.0
"['8DeMarzo', 'OnceNoticias', '8M', '8M2023', '8Marzo', 'DíadelaMujer']",2023-03-09 00:30:00+00:00,"🎥Este #8DeMarzo, miles de mujeres salen a las calles para denunciar una ofensiva mundial contra sus derechos y reclamar el fin de las discriminaciones y de los feminicidios.

🟣 #OnceNoticias Meridiano | #8M | #8M2023 | #8Marzo | #DíadelaMujer https://t.co/ohd4UG6HSc",OnceNoticiasTV,139224,0,3,11,0,629.0,es,493.0,1035.0,71.0,40.0,8901.0,10540.0
"['Mujer', 'OnceNoticias', '8M', '8M2023', 'DíaDeLaMujer']",2023-03-09 00:17:24+00:00,"🟪 #Mujer va más allá de ser una simple palabra 🗣️. 

#OnceNoticias #8M #8M2023 #DíaDeLaMujer🟣 https://t.co/etQVRtypYc",OnceNoticiasTV,139224,0,4,5,0,727.0,es,493.0,1035.0,71.0,40.0,8901.0,10540.0
"['EnDirecto', 'Zócalo', '8M', 'OnceNoticias', 'Marcha8M', '8M', '8M2023', 'DíaDeLaMujer']",2023-03-09 00:04:48+00:00,"🟣 #EnDirecto | Emocionada por haber logrado llegar al #Zócalo, @JenMylini comparte la experiencia de la contingenta Disca en la marcha del #8M.

📹@campechita 

#OnceNoticias #Marcha8M #8M #8M2023 #DíaDeLaMujer💜 https://t.co/84v7X9ZdwZ",OnceNoticiasTV,139224,1,4,4,0,1083.0,es,493.0,1035.0,71.0,40.0,8901.0,10540.0
"['EnDirecto', 'OnceNoticias', 'Marcha8M', '8M', '8M2023', 'DíaDeLaMujer']",2023-03-09 00:03:31+00:00,"🟣 #EnDirecto | Al paso de los diversos contingentes, trabajadoras de una cocina salen al balcón y hondean pañuelos morados.

📹@nicteGF 

#OnceNoticias #Marcha8M #8M #8M2023 #DíaDeLaMujer💜 https://t.co/b1IAQYSuok",OnceNoticiasTV,139224,0,1,6,0,581.0,es,493.0,1035.0,71.0,40.0,8901.0,10540.0
"['PoderJudicial', 'OnceNoticias', '8M', '8M2023', '8Marzo', 'DíadelaMujer']",2023-03-09 00:00:01+00:00,"🎥 Los integrantes del #PoderJudicial gozan de prebendas y privilegios como fideicomisos por más de 20 mil millones de pesos, reveló el presidente @lopezobrador_.

➡️ @agamma informa.

🟣 #OnceNoticias Meridiano | #8M | #8M2023 | #8Marzo | #DíadelaMujer https://t.co/9OTbg1LqNk",OnceNoticiasTV,139224,0,17,29,0,906.0,es,493.0,1035.0,71.0,40.0,8901.0,10540.0
"['OnceNoticias', '8M', '8M2023', '8Marzo', 'DíadelaMujer']",2023-03-08 23:40:00+00:00,"🎥 Al conmemorar el Día Internacional de la Mujer y acompañado de funcionarias públicas, el presidente @lopezobrador_ destacó que la cuarta transformación ya es feminista.

🟣 #OnceNoticias Meridiano | #8M | #8M2023 | #8Marzo | #DíadelaMujer https://t.co/FkVJ0hC0dh",OnceNoticiasTV,139224,0,8,47,0,1121.0,es,493.0,1035.0,71.0,40.0,8901.0,10540.0
